sudokuID,name,result,totalTime,loop,backtrack,flip,unit
82,DLCS,SAT,6.655409812927246,415,185,192,5900
82,HERO,SAT,0.9116702079772949,10,1,3,860
83,DLIS(True),SAT,1.1049001216888428,0,0,0,729
83,DLIS(False),SAT,2.0569908618927,0,0,0,729
83,JW-OS,SAT,1.4752929210662842,0,0,0,729
83,DLCS,SAT,1.4357807636260986,0,0,0,729
83,HERO,SAT,0.822559118270874,0,0,0,729
84,DLIS(True),SAT,1.136420726776123,8,0,1,862
84,DLIS(False),SAT,4.715293884277344,261,111,115,4615
84,JW-OS,SAT,2.513530969619751,146,51,53,1920
84,DLCS,SAT,3.752289056777954,243,97,103,3891
84,HERO,SAT,0.741919994354248,1,0,0,728
85,DLIS(True),SAT,1.0262320041656494,0,0,0,729
85,DLIS(False),SAT,1.3485321998596191,0,0,0,729
85,JW-OS,SAT,1.3980610370635986,0,0,0,729
85,DLCS,SAT,1.2160701751708984,0,0,0,729
85,HERO,SAT,0.8836171627044678,0,0,0,729
86,DLIS(True),SAT,0.8268778324127197,4,0,0,725
86,DLIS(False),SAT,1.64406418800354,39,15,16,1095
86,JW-OS,SAT,1.8959178924560547,35,11,12,917
86,DLCS,SAT,1.7117640972137451,46,20,21,1199
86,HERO,SAT,0.8445339202880859,6,0,2,802
87,DLIS(True),SAT,1.0567207336425781,5,0,1,752
87,DLIS(False),SAT,1.408263921737671,26,12,13,974
87,JW-OS,SAT,1.7929449081420898,28,12,14,1001
87,DLCS,SAT,1.3887650966644287,28,12,14,980
87,HERO,SAT,0.7412271499633789,1,0,0,728
88,DLIS(True),SAT,0.9964790344238281,0,0,0,729
88,DLIS(False),SAT,1.3561699390411377,0,0,0,729
88,JW-OS,SAT,1.383589267730713,0,0,0,729
88,DLCS,SAT,1.5106370449066162,0,0,0,729
88,HERO,SAT,0.6654360294342041,0,0,0,729
89,DLIS(True),SAT,0.9591240882873535,2,0,1,818
89,DLIS(False),SAT,1.1755108833312988,11,0,0,718
89,JW-OS,SAT,1.6686060428619385,43,16,17,1059
89,DLCS,SAT,1.255836009979248,29,2,3,816
89,HERO,SAT,0.7699499130249023,2,0,0,727
90,DLIS(True),SAT,0.8042922019958496,4,0,1,801
90,DLIS(False),SAT,1.2740731239318848,15,0,1,731
90,JW-OS,SAT,1.5730209350585938,38,7,8,929
90,DLCS,SAT,1.4908521175384521,38,8,9,901
90,HERO,SAT,0.7647581100463867,5,0,1,732
91,DLIS(True),SAT,1.0887489318847656,8,1,4,934
91,DLIS(False),SAT,1.5745680332183838,59,15,16,1068
91,JW-OS,SAT,3.5757510662078857,152,68,71,2928
91,DLCS,SAT,2.3711659908294678,76,23,24,1393
91,HERO,SAT,0.9703941345214844,11,1,4,930
